timestamp,protocol,src_ip,src_port,dst_ip,dst_port,prediction
2024-07-06 16:46:34.056634,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056635,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056636,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056675,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056677,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056678,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056679,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.058013,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.058017,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.058018,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.058019,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.058020,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.058021,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.058022,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.058028,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
