src_ip,dst_ip,src_port,dst_port,protocol,signature,label,timestamp,removed_at
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,151.101.192.81,56118,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,151.101.192.81,56118,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,151.101.192.81,56118,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
192.168.1.2,151.101.192.81,56118,443,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
